Sampling Date,State,City/Town/Village/Area,Location of Monitoring Station,Type of Location,SO2,NO2,RSPM/PM10,SPM
30-10-07,Uttar Pradesh,Jhansi,Veeranga Nagar,Residential and others,9.2,28.2,86,179
11/1/2007,Uttar Pradesh,Jhansi,Veeranga Nagar,Residential and others,8.5,28.8,97,253
11/6/2007,Uttar Pradesh,Jhansi,Veeranga Nagar,Residential and others,9.3,29.2,96,260
13-11-07,Uttar Pradesh,Jhansi,Veeranga Nagar,Residential and others,9.3,28.7,99,265
15-11-07,Uttar Pradesh,Jhansi,Veeranga Nagar,Residential and others,9.3,29.8,103,281
17-11-07,Uttar Pradesh,Jhansi,Veeranga Nagar,Residential and others,10.3,29.2,93,266
20-11-07,Uttar Pradesh,Jhansi,Veeranga Nagar,Residential and others,9,29.8,103,282
22-11-07,Uttar Pradesh,Jhansi,Veeranga Nagar,Residential and others,8.3,28.5,101,281
27-11-07,Uttar Pradesh,Jhansi,Veeranga Nagar,Residential and others,10.5,30,116,NA
29-11-07,Uttar Pradesh,Jhansi,Veeranga Nagar,Residential and others,9.5,29,99,280
12/1/2007,Uttar Pradesh,Jhansi,Veeranga Nagar,Residential and others,9.3,30.2,114,291
12/4/2007,Uttar Pradesh,Jhansi,Veeranga Nagar,Residential and others,9.7,30.2,110,290
12/6/2007,Uttar Pradesh,Jhansi,Veeranga Nagar,Residential and others,8.5,29.7,118,302
12/11/2007,Uttar Pradesh,Jhansi,Veeranga Nagar,Residential and others,9.8,30.5,112,297
13-12-07,Uttar Pradesh,Jhansi,Veeranga Nagar,Residential and others,11,31.5,116,304
18-12-07,Uttar Pradesh,Jhansi,Veeranga Nagar,Residential and others,9.8,30,113,302
20-12-07,Uttar Pradesh,Jhansi,Veeranga Nagar,Residential and others,9.2,29,112,289
25-12-07,Uttar Pradesh,Jhansi,Veeranga Nagar,Residential and others,9.2,29.5,110,291
27-12-07,Uttar Pradesh,Jhansi,Veeranga Nagar,Residential and others,10.5,30.8,120,311
1/3/2007,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,8.2,28.2,NA,668
1/6/2007,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,9.1,28.8,NA,548
1/10/2007,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,10.9,28.2,NA,618
17-01-07,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,8.3,27.2,NA,622
20-01-07,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,9.9,29.7,NA,760
24-01-07,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,8.1,25.3,NA,495
27-01-07,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,9.3,29.5,NA,475
31-01-07,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,7.8,24.9,NA,517
2/3/2007,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,9.1,29.1,NA,568
2/7/2007,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,7.4,23.4,NA,536
14-02-07,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,9.3,28.7,NA,430
17-02-07,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,5.2,19.6,NA,487
21-02-07,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,6.3,24.2,NA,495
24-02-07,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,7.5,27,NA,473
28-02-07,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,6.5,27,NA,509
3/7/2007,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,7.7,26.5,NA,411
14-03-07,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,6.6,28.2,NA,469
17-03-07,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,7,28.2,NA,529
21-03-07,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,7.6,28.3,NA,582
24-03-07,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,8.1,28.9,NA,567
28-03-07,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,7.7,29.7,NA,493
4/4/2007,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,6.2,27.6,NA,777
4/11/2007,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,7.4,28.3,NA,454
18-04-07,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,6.9,25.3,NA,499
21-04-07,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,6.4,27.1,NA,516
25-04-07,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,7.6,28.8,NA,521
28-04-07,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,7.9,29,NA,450
5/5/2007,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,7.8,30.1,NA,499
5/9/2007,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,7.4,29.8,NA,486
16-05-07,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,7.8,31.4,NA,426
19-05-07,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,7,29.1,NA,533
23-05-07,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,6,22.6,NA,558
26-05-07,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,7.6,28.5,NA,520
30-05-07,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,6,21.2,NA,428
6/2/2007,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,5.8,20.2,NA,384
6/6/2007,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,5.9,20.5,NA,350
13-06-07,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,7,27.7,NA,406
16-06-07,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,7.4,27.2,NA,483
20-06-07,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,6.3,23.1,201,455
23-06-07,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,3.8,15.2,138,326
27-06-07,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,5.6,23.2,190,430
30-06-07,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,6,22.8,149,339
7/4/2007,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,6.7,27.4,242,512
7/7/2007,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,6.6,25.4,208,472
7/11/2007,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,7.3,29.8,213,467
18-07-07,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,7.5,25.8,202,464
21-07-07,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,5.3,18.8,157,383
25-07-07,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,6.1,22.7,147,314
8/1/2007,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,6.2,17.1,169,374
8/4/2007,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,6.4,23.3,148,345
8/8/2007,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,5.2,16,198,466
18-08-07,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,7.4,26.1,157,349
22-08-07,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,5.4,15.5,164,359
25-08-07,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,5.1,15.6,136,312
29-08-07,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,NA,NA,180,384
9/1/2007,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,6.9,23.6,210,420
9/5/2007,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,7.1,20.9,165,404
9/12/2007,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,5.7,19.1,191,436
15-09-07,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,5.6,17.6,162,368
19-09-07,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,6.4,21.4,170,382
22-09-07,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,7.6,21.2,200,426
26-09-07,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,6.6,22,177,386
29-09-07,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,5.5,17.9,189,407
10/3/2007,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,7.1,22.5,229,467
10/6/2007,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,6.5,20.2,171,362
10/10/2007,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,7.3,21.9,204,444
17-10-07,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,7.5,21.3,250,533
24-10-07,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,7,24.8,221,494
27-10-07,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,7.1,23.2,254,591
31-10-07,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,5.6,19.7,215,474
11/3/2007,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,7.5,24.4,255,518
11/7/2007,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,6.2,21.7,281,621
14-11-07,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,6.9,25.6,303,668
17-11-07,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,7.6,28,251,566
21-11-07,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,7.5,26.8,175,526
28-11-07,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,6.9,27.6,242,514
12/1/2007,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,8.3,27.7,274,563
12/5/2007,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,6.6,23.3,222,535
12/12/2007,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,8,28.2,228,551
15-12-07,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,7.6,26.1,245,556
19-12-07,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,6.7,23.1,219,545
22-12-07,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,6.5,24.1,218,536
26-12-07,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,9,27.7,260,590
29-12-07,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,7.5,28.1,232,512
1/2/2007,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,7.9,29.5,277,617
1/9/2007,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,10,30,281,590
1/12/2007,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,8.7,29,297,623
16-01-07,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,8.6,24.3,258,599
19-01-07,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,6.7,21.7,240,524
23-01-07,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,8.2,25.1,246,561
2/2/2007,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,7.2,25.4,217,506
2/6/2007,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,8.8,25.4,213,530
2/9/2007,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,7.8,25,272,635
13-02-07,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,7,20.7,224,524
20-02-07,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,7.6,25,178,416
23-02-07,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,6.7,24.5,195,435
27-02-07,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,6.6,26,252,506
3/2/2007,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,6.6,28.2,208,446
3/6/2007,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,6.7,25.2,180,411
3/9/2007,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,6.9,29.2,197,458
13-03-07,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,4.7,20,200,449
16-03-07,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,6.8,23.5,169,423
20-03-07,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,6.6,24.2,184,453
23-03-07,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,6.3,25.1,226,468
30-03-07,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,7.8,30.1,172,425
4/3/2007,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,6.7,28.6,180,426
13-04-07,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,5,16.8,174,423
17-04-07,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,5.3,24,214,490
20-04-07,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,6.9,29,263,573
24-04-07,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,6.8,21.2,178,433
27-04-07,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,7.4,28.1,200,442
5/1/2007,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,7.5,27.4,176,419
5/4/2007,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,7,24.8,222,479
5/8/2007,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,7.2,29,181,418
5/11/2007,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,8.6,29.6,216,479
15-05-07,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,5.8,20.8,180,434
18-05-07,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,5.8,24.3,185,440
22-05-07,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,5.7,24.1,220,466
25-05-07,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,7.4,29.7,180,436
29-05-07,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,7.5,24,195,446
6/1/2007,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,7.7,27.9,172,407
6/5/2007,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,5.9,23.8,234,518
6/8/2007,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,6,22,209,444
6/12/2007,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,6.9,25,188,446
15-06-07,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,8.2,26.9,149,375
19-06-07,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,6.6,22.2,172,387
22-06-07,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,6.4,22.8,241,489
26-06-07,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,6.7,27.2,174,379
29-06-07,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,NA,NA,206,461
7/3/2007,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,7.4,29.5,197,438
7/6/2007,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,6.9,24.7,191,450
7/10/2007,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,6.2,24,177,417
13-07-07,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,6.2,23.9,192,414
17-07-07,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,6.3,26.4,192,400
20-07-07,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,4.2,14,165,365
24-07-07,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,6.6,23.2,178,373
27-07-07,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,6.7,21.8,156,370
31-07-07,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,7.2,24.4,140,339
8/3/2007,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,6.8,18,159,358
8/7/2007,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,6.7,19.3,127,295
8/10/2007,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,5.1,17.1,128,297
14-08-07,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,3.9,10.7,125,291
17-08-07,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,4.4,13.6,129,298
21-08-07,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,6.1,17.7,129,313
24-08-07,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,5.4,18.6,135,309
31-08-07,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,NA,NA,156,366
9/7/2007,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,6.6,20.2,160,388
9/11/2007,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,6.8,24.8,175,369
14-09-07,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,7.3,23.4,168,403
18-09-07,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,5.9,19.1,202,443
21-09-07,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,6.2,21.3,180,397
25-09-07,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,4.4,10.9,114,260
28-09-07,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,6.3,20.4,151,353
10/5/2007,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,6.4,18.7,177,412
10/9/2007,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,6,19.5,214,450
16-10-07,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,4.9,16,150,344
19-10-07,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,7.3,23,184,404
23-10-07,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,5.9,19.6,259,527
30-10-07,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,8,21.3,207,481
11/2/2007,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,5.6,21.5,203,460
11/6/2007,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,7.9,25.3,209,461
13-11-07,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,NA,NA,228,498
16-11-07,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,6.4,22.6,224,505
20-11-07,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,6.4,20.3,257,557
23-11-07,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,6.4,24.5,240,510
27-11-07,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,7.7,27.1,217,491
30-11-07,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,7.2,24.8,225,527
12/4/2007,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,8.3,26.2,185,452
12/7/2007,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,7,21.2,224,475
12/11/2007,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,6,19.5,180,439
14-12-07,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,6.9,22,217,503
18-12-07,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,6,23.5,235,531
28-12-07,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,7.4,23,224,490
1/3/2007,Uttar Pradesh,Kanpur,Dabauli,Residential and others,7.9,24.1,239,559
1/6/2007,Uttar Pradesh,Kanpur,Dabauli,Residential and others,7.5,23.4,265,590
1/10/2007,Uttar Pradesh,Kanpur,Dabauli,Residential and others,6.6,23.8,243,551
17-01-07,Uttar Pradesh,Kanpur,Dabauli,Residential and others,7.9,23.4,256,603
20-01-07,Uttar Pradesh,Kanpur,Dabauli,Residential and others,10.9,31.2,237,556
24-01-07,Uttar Pradesh,Kanpur,Dabauli,Residential and others,9.7,31.8,240,559
27-01-07,Uttar Pradesh,Kanpur,Dabauli,Residential and others,8,23.8,241,551
31-01-07,Uttar Pradesh,Kanpur,Dabauli,Residential and others,10,29.2,182,445
2/3/2007,Uttar Pradesh,Kanpur,Dabauli,Residential and others,6.1,14.7,89,130
2/7/2007,Uttar Pradesh,Kanpur,Dabauli,Residential and others,6.3,17.2,61,84
14-02-07,Uttar Pradesh,Kanpur,Dabauli,Residential and others,7.6,18.2,42,128
21-02-07,Uttar Pradesh,Kanpur,Dabauli,Residential and others,8.6,12.4,98,169
24-02-07,Uttar Pradesh,Kanpur,Dabauli,Residential and others,5.2,20.8,31,64
28-02-07,Uttar Pradesh,Kanpur,Dabauli,Residential and others,6.4,13.1,68,98
14-03-07,Uttar Pradesh,Kanpur,Dabauli,Residential and others,7,25.1,173,417
17-03-07,Uttar Pradesh,Kanpur,Dabauli,Residential and others,6.1,29.3,194,442
21-03-07,Uttar Pradesh,Kanpur,Dabauli,Residential and others,3.8,16.3,211,457
24-03-07,Uttar Pradesh,Kanpur,Dabauli,Residential and others,4.7,20.3,178,411
28-03-07,Uttar Pradesh,Kanpur,Dabauli,Residential and others,6.1,24.7,189,449
4/4/2007,Uttar Pradesh,Kanpur,Dabauli,Residential and others,5.4,21.4,177,411
4/11/2007,Uttar Pradesh,Kanpur,Dabauli,Residential and others,7.5,31.2,186,440
18-04-07,Uttar Pradesh,Kanpur,Dabauli,Residential and others,7.1,28.4,177,422
21-04-07,Uttar Pradesh,Kanpur,Dabauli,Residential and others,6.9,23.9,234,480
25-04-07,Uttar Pradesh,Kanpur,Dabauli,Residential and others,7.6,30.1,205,460
28-04-07,Uttar Pradesh,Kanpur,Dabauli,Residential and others,6.3,26.5,224,449
5/5/2007,Uttar Pradesh,Kanpur,Dabauli,Residential and others,6.5,24.5,203,404
5/9/2007,Uttar Pradesh,Kanpur,Dabauli,Residential and others,7,28.3,237,491
16-05-07,Uttar Pradesh,Kanpur,Dabauli,Residential and others,5.9,20.5,186,433
19-05-07,Uttar Pradesh,Kanpur,Dabauli,Residential and others,7.5,27.6,184,420
23-05-07,Uttar Pradesh,Kanpur,Dabauli,Residential and others,7.5,30,178,408
26-05-07,Uttar Pradesh,Kanpur,Dabauli,Residential and others,5,19.6,186,425
30-05-07,Uttar Pradesh,Kanpur,Dabauli,Residential and others,5.8,23.9,216,471
6/2/2007,Uttar Pradesh,Kanpur,Dabauli,Residential and others,5.9,20.5,181,429
6/6/2007,Uttar Pradesh,Kanpur,Dabauli,Residential and others,5.7,20,174,421
13-06-07,Uttar Pradesh,Kanpur,Dabauli,Residential and others,5.9,21,141,332
16-06-07,Uttar Pradesh,Kanpur,Dabauli,Residential and others,7,28.3,185,461
20-06-07,Uttar Pradesh,Kanpur,Dabauli,Residential and others,7.2,27.2,187,424
23-06-07,Uttar Pradesh,Kanpur,Dabauli,Residential and others,7.6,27.8,169,386
27-06-07,Uttar Pradesh,Kanpur,Dabauli,Residential and others,7.1,24.7,142,315
30-06-07,Uttar Pradesh,Kanpur,Dabauli,Residential and others,7.6,27.1,129,337
7/4/2007,Uttar Pradesh,Kanpur,Dabauli,Residential and others,6.9,27.3,149,371
7/7/2007,Uttar Pradesh,Kanpur,Dabauli,Residential and others,6.3,22.7,167,371
7/11/2007,Uttar Pradesh,Kanpur,Dabauli,Residential and others,5.4,18.4,161,401
18-07-07,Uttar Pradesh,Kanpur,Dabauli,Residential and others,6.6,24.1,182,396
21-07-07,Uttar Pradesh,Kanpur,Dabauli,Residential and others,7.2,27.1,147,373
25-07-07,Uttar Pradesh,Kanpur,Dabauli,Residential and others,6.1,21.1,137,349
8/1/2007,Uttar Pradesh,Kanpur,Dabauli,Residential and others,5.3,18.7,134,294
8/4/2007,Uttar Pradesh,Kanpur,Dabauli,Residential and others,6.8,19.4,114,283
8/8/2007,Uttar Pradesh,Kanpur,Dabauli,Residential and others,5.5,18.9,134,345
18-08-07,Uttar Pradesh,Kanpur,Dabauli,Residential and others,5.2,12.4,155,352
22-08-07,Uttar Pradesh,Kanpur,Dabauli,Residential and others,5.4,18.2,176,388
25-08-07,Uttar Pradesh,Kanpur,Dabauli,Residential and others,5.7,19.1,172,356
29-08-07,Uttar Pradesh,Kanpur,Dabauli,Residential and others,5.6,19.3,162,334
9/1/2007,Uttar Pradesh,Kanpur,Dabauli,Residential and others,5.7,17.3,134,314
9/5/2007,Uttar Pradesh,Kanpur,Dabauli,Residential and others,5.8,20.3,204,395
9/12/2007,Uttar Pradesh,Kanpur,Dabauli,Residential and others,3.9,11.3,148,347
15-09-07,Uttar Pradesh,Kanpur,Dabauli,Residential and others,6.2,21.2,186,413
19-09-07,Uttar Pradesh,Kanpur,Dabauli,Residential and others,6.5,20,156,360
22-09-07,Uttar Pradesh,Kanpur,Dabauli,Residential and others,5.5,18,186,409
26-09-07,Uttar Pradesh,Kanpur,Dabauli,Residential and others,5.8,19.1,164,358
29-09-07,Uttar Pradesh,Kanpur,Dabauli,Residential and others,6.2,17.4,156,357
10/3/2007,Uttar Pradesh,Kanpur,Dabauli,Residential and others,5.5,18.9,136,338
10/6/2007,Uttar Pradesh,Kanpur,Dabauli,Residential and others,6.3,17.9,150,390
10/10/2007,Uttar Pradesh,Kanpur,Dabauli,Residential and others,5.9,20.4,138,314
17-10-07,Uttar Pradesh,Kanpur,Dabauli,Residential and others,6.9,19.5,162,374
24-10-07,Uttar Pradesh,Kanpur,Dabauli,Residential and others,6,19.3,200,410
27-10-07,Uttar Pradesh,Kanpur,Dabauli,Residential and others,6.3,20.3,184,403
31-10-07,Uttar Pradesh,Kanpur,Dabauli,Residential and others,6.1,21,242,569
11/3/2007,Uttar Pradesh,Kanpur,Dabauli,Residential and others,7.8,26.7,227,486
11/7/2007,Uttar Pradesh,Kanpur,Dabauli,Residential and others,5.5,18,182,419
14-11-07,Uttar Pradesh,Kanpur,Dabauli,Residential and others,5.7,22.1,222,481
17-11-07,Uttar Pradesh,Kanpur,Dabauli,Residential and others,6.5,25.8,203,500
21-11-07,Uttar Pradesh,Kanpur,Dabauli,Residential and others,6.2,22,209,490
28-11-07,Uttar Pradesh,Kanpur,Dabauli,Residential and others,6.5,23.9,221,513
12/1/2007,Uttar Pradesh,Kanpur,Dabauli,Residential and others,7.1,24.7,221,508
12/5/2007,Uttar Pradesh,Kanpur,Dabauli,Residential and others,7.5,26.4,227,477
12/12/2007,Uttar Pradesh,Kanpur,Dabauli,Residential and others,6.2,22.6,259,554
15-12-07,Uttar Pradesh,Kanpur,Dabauli,Residential and others,7.3,21.9,202,457
19-12-07,Uttar Pradesh,Kanpur,Dabauli,Residential and others,5.9,23.3,239,528
22-12-07,Uttar Pradesh,Kanpur,Dabauli,Residential and others,7.8,26.3,232,514
26-12-07,Uttar Pradesh,Kanpur,Dabauli,Residential and others,5.8,20.3,201,456
29-12-07,Uttar Pradesh,Kanpur,Dabauli,Residential and others,6.8,23.4,219,491
1/9/2007,Uttar Pradesh,Kanpur,Deputy Ka Parao,Residential and others,10.1,31.5,218,524
1/12/2007,Uttar Pradesh,Kanpur,Deputy Ka Parao,Residential and others,9.8,27.2,254,599
16-01-07,Uttar Pradesh,Kanpur,Deputy Ka Parao,Residential and others,8.4,25.4,285,572
19-01-07,Uttar Pradesh,Kanpur,Deputy Ka Parao,Residential and others,7.6,27.2,259,569
23-01-07,Uttar Pradesh,Kanpur,Deputy Ka Parao,Residential and others,6.6,20.8,213,585
2/2/2007,Uttar Pradesh,Kanpur,Deputy Ka Parao,Residential and others,8.7,29.9,290,608
2/6/2007,Uttar Pradesh,Kanpur,Deputy Ka Parao,Residential and others,8,23.7,279,563
2/9/2007,Uttar Pradesh,Kanpur,Deputy Ka Parao,Residential and others,8.5,25,275,588
13-02-07,Uttar Pradesh,Kanpur,Deputy Ka Parao,Residential and others,7.5,28,251,543
20-02-07,Uttar Pradesh,Kanpur,Deputy Ka Parao,Residential and others,9.5,28.1,204,547
23-02-07,Uttar Pradesh,Kanpur,Deputy Ka Parao,Residential and others,7.4,27.3,219,513
27-02-07,Uttar Pradesh,Kanpur,Deputy Ka Parao,Residential and others,5.8,24.2,182,406
3/2/2007,Uttar Pradesh,Kanpur,Deputy Ka Parao,Residential and others,8,27,210,462
